node_id,node_type,name,class,sentience_level,role_type,event_type,artifact_type,org_type,status,source
ENTITY:FORENSICS_TECH_NCPD,ENTITY,Forensics Tech,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:NCPD_FIXER_NCPD,ENTITY,NCPD Fixer,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:CORRUPT_DESK_SERGEANT_NCPD,ENTITY,Corrupt Desk Sergeant,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:BIKE_PATROL_NCPD,ENTITY,Bike Patrol,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:NIGHT_SHIFT_MEDIC_NCPD,ENTITY,Night Shift Medic,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:TRAUMA_TEAM_PLANT_NCPD,ENTITY,Trauma Team Plant,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:SWAT_NET_OP_NCPD,ENTITY,S.W.A.T. Net Op,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ENTITY:NCPD_ROOKIE_NCPD,ENTITY,NCPD Rookie,PERSON,HUMAN,COP,,,,ACTIVE,DERIVED:[COP_NPC_TEMPLATES]
ARTIFACT:MILITECH_RPG7,ARTIFACT,Militech RPG-7,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:ARASAKA_MINIGUN,ARTIFACT,Arasaka Minigun,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:C22_TOXIN_GAS,ARTIFACT,C-22 Toxin Gas,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:MILITECH_HYDRA,ARTIFACT,Militech Hydra,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:ROSSI_STRIKER_20MM,ARTIFACT,Rossi Striker 20mm,,,,,WEAPON,,ACTIVE,Maximum Metal
ARTIFACT:STEYR_RAKETENFAUST,ARTIFACT,Steyr Raketenfaust,,,,,WEAPON,,ACTIVE,Maximum Metal
ARTIFACT:THUNDERBOLT_RAILGUN,ARTIFACT,Thunderbolt Railgun,,,,,WEAPON,,ACTIVE,Maximum Metal
ARTIFACT:METALSTORM_SENTRY,ARTIFACT,Metalstorm Sentry,,,,,WEAPON,,ACTIVE,Maximum Metal
ARTIFACT:ARMATECH_HAVOC,ARTIFACT,Armatech HAVOC,,,,,WEAPON,,ACTIVE,Maximum Metal
ARTIFACT:AAI_90MM_RECOILLESS,ARTIFACT,AAI 90mm Recoilless,,,,,WEAPON,,ACTIVE,Maximum Metal
ARTIFACT:METALGEAR_SNAKE_LAUNCHER,ARTIFACT,MetalGear Snake Launcher,,,,,WEAPON,,ACTIVE,Chromebook 3+4
ARTIFACT:MILITECH_REAPER,ARTIFACT,Militech Reaper,,,,,WEAPON,,ACTIVE,Maximum Metal
ARTIFACT:M80_TACT_GRENADE,ARTIFACT,M-80 Tact Grenade,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:NEURACHEM_WAR_GAS,ARTIFACT,Neurachem War Gas,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:ARASAKA_HMG70,ARTIFACT,Arasaka HMG-70,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:MIKOSHI_RAIL_MORTAR,ARTIFACT,Mikoshi Rail Mortar,,,,,WEAPON,,ACTIVE,Maximum Metal
ARTIFACT:SAAB_FIRESPEAR,ARTIFACT,Saab FireSpear,,,,,WEAPON,,ACTIVE,Blackhand’s
ARTIFACT:ROSSI_HAVOK,ARTIFACT,Rossi HAVOK,,,,,WEAPON,,ACTIVE,Chromebook 3+4
ARTIFACT:MILITECH_C22_TOXIN_MINE,ARTIFACT,Militech C-22 Toxin Mine,,,,,WEAPON,,ACTIVE,Blackhand’s
EVENT:SABINA_PLATFORM_EXPLOSIONMASSIVE_OIL_SPILL,EVENT,Sabina Platform Explosion/Massive Oil Spill,,,,,,,,
EVENT:UNDERWATER_SABOTAGE__PLATFORM_COLLAPSE,EVENT,Underwater Sabotage & Platform Collapse,,,,,,,,
EVENT:ILLEGAL_DUMPING_OF_TOXIC_WASTE,EVENT,Illegal Dumping of Toxic Waste,,,,,,,,
EVENT:DESIGNER_PLAGUE_OUTBREAK,EVENT,Designer Plague Outbreak,,,,,,,,
EVENT:DEFECTIVE_ANTIDOTE_TREATMENT,EVENT,Defective Antidote Treatment,,,,,,,,
EVENT:POLAR_ICECAP_OIL_DRILLING,EVENT,Polar Icecap Oil Drilling,,,,,,,,
EVENT:ARCOLOGY_NUCLEAR_ACCIDENT,EVENT,Arcology Nuclear Accident,,,,,,,,
EVENT:ACID_RAIN_INDUSTRIAL_FRONTS,EVENT,Acid Rain Industrial Fronts,,,,,,,,
EVENT:PIPELINE_SABOTAGELEAK,EVENT,Pipeline Sabotage/Leak,,,,,,,,
EVENT:INDUSTRIAL_ESPIONAGE_AT_DEEP_RIGS,EVENT,Industrial Espionage at Deep Rigs,,,,,,,,
ENTITY:IGOR,ENTITY,IGOR,AI,AI,,,,,ACTIVE,Cyberpunk-2020-CP3511-Chromebook-3-4-Official.pdf
ENTITY:PROMETHEUS_SYSOP_XNET,ENTITY,"Prometheus (Sysop, X-Net)",OTHER,OTHER,,,,,ACTIVE,CyberGeneration-2027-VirtualFront.pdf
ENTITY:VVV_RACHE_NET_DEMON,ENTITY,VVV Rache (Net Demon),AI,AI,,,,,ACTIVE,CyberGeneration-2027-VirtualFront.pdf
ENTITY:ADRIAN_ELLEN_TRIESTES_VALET_AI,ENTITY,ADRIAN (Ellen Trieste's Valet AI),AI,AI,,,,,ACTIVE,Cyberpunk-2020-Corpbook-III-Petrochem-and-Sovoil.pdf
ENTITY:DEEP_THROAT,ENTITY,Deep Throat,OTHER,OTHER,,,,,ACTIVE,CyberGeneration-2027-VirtualFront.pdf
ENTITY:PSIKICK,ENTITY,PsiKick,OTHER,OTHER,,,,,ACTIVE,CyberGeneration-2027-VirtualFront.pdf
ENTITY:TYPICAL_GANGER_0,ENTITY,Typical Ganger,,,,,,,ACTIVE,
ENTITY:CHROMER_GANG_MEMBER_1,ENTITY,Chromer Gang Member,,,,,,,ACTIVE,
ENTITY:JO_AND_JOANNA_2,ENTITY,Jo and Joanna,,,,,,,ACTIVE,
ENTITY:BASIC_NOMAD_3,ENTITY,Basic Nomad,,,,,,,ACTIVE,
ENTITY:NOMAD_CHIEF_OLLIE_GUERRERO_4,ENTITY,Nomad Chief (Ollie Guerrero),,,,,,,ACTIVE,
ENTITY:PETROCHEM_CORPORATE_EXEC_5,ENTITY,Petrochem Corporate Exec,,,,,,,ACTIVE,
ENTITY:PETROCHEM_GUARDSOLDIER_6,ENTITY,Petrochem Guard/Soldier,,,,,,,ACTIVE,
ENTITY:PETROCHEM_SPECIAL_OPSWATER_LEOPARD_7,ENTITY,Petrochem Special Ops/Water Leopard,,,,,,,ACTIVE,
ENTITY:TYPICAL_GANGER,ENTITY,Typical Ganger,,,,,,,,
ENTITY:CHROMER_GANG_MEMBER,ENTITY,Chromer Gang Member,,,,,,,,
ENTITY:JO_AND_JOANNA,ENTITY,Jo and Joanna,,,,,,,,
ENTITY:BASIC_NOMAD,ENTITY,Basic Nomad,,,,,,,,
ENTITY:NOMAD_CHIEF_OLLIE_GUERRERO,ENTITY,Nomad Chief (Ollie Guerrero),,,,,,,,
ENTITY:PETROCHEM_CORPORATE_EXEC,ENTITY,Petrochem Corporate Exec,,,,,,,,
ENTITY:PETROCHEM_GUARDSOLDIER,ENTITY,Petrochem Guard/Soldier,,,,,,,,
ENTITY:PETROCHEM_SPECIAL_OPSWATER_LEOPARD,ENTITY,Petrochem Special Ops/Water Leopard,,,,,,,,
ENTITY:ZERO_KRUGER,ENTITY,“Zero” Kruger,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:SISTER_CARLA,ENTITY,Sister Carla,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:TANK_WILLIAMS,ENTITY,“Tank” Williams,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:MASAKI_ONO,ENTITY,Masaki Ono,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:RAIN_NEON,ENTITY,Rain Neon,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:RHONDA_BULK_JONES,ENTITY,Rhonda “Bulk” Jones,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:CHUCKLE,ENTITY,Chuckle,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:SWITCHBLADE_PETE,ENTITY,Switchblade Pete,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:ROAD_RASH_ORTEGA,ENTITY,“Road Rash” Ortega,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:DRIP_VOSS,ENTITY,“Drip” Voss,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:HANAKO_RYUZAKI,ENTITY,Hanako Ryuzaki,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:FELIX_DE_LA_ROSA,ENTITY,Felix De La Rosa,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:BLITZKRIEG,ENTITY,Blitzkrieg,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
ENTITY:CANDY_STATIC_KANE,ENTITY,Candy “Static” Kane,PERSON,HUMAN,,,,,ACTIVE,gang_contacts_table.tsv
MEDIA_RESOURCE:3C9E4C5F-7C3C-470F-A212-3FB846740860,MEDIA_RESOURCE,Campaign Manifest,,,,,,,ACTIVE,DERIVED:[CAMPAIGN_MANIFEST]
PLACE:THE_ATLANTIS,PLACE,The Atlantis,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:AFTERLIFE,PLACE,Afterlife,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_SLAMMER,PLACE,The Slammer,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:RAFFEN_CLINIC,PLACE,Raffen Clinic,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:NCPD_PRECINCT_1,PLACE,NCPD Precinct 1,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:ZIGGURAT,PLACE,Ziggurat,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:FINGERS_CLINIC,PLACE,Fingers' Clinic,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:TOTENTANZ,PLACE,Totentanz,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:DATA_POOL,PLACE,Data Pool,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:EL_COYOTE_COJO,PLACE,El Coyote Cojo,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_FORLORN_HOPE,PLACE,The Forlorn Hope,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:CARGO_CONTAINER_MARKET,PLACE,Cargo Container Market,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:MISTYS_ESOTERICA,PLACE,Misty’s Esoterica,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:BUCKASLICE,PLACE,Buck-A-Slice,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_GLITZ,PLACE,The Glitz,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:ARASAKA_TOWER,PLACE,Arasaka Tower,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:MILITECH_NORTH_AMERICA,PLACE,Militech North America,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:ALL_FOODS_FACTORY,PLACE,All Foods Factory,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_HOLEINTHEWALL,PLACE,The Hole-In-The-Wall,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:DREAMLAND_CLUB,PLACE,Dreamland Club,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:TOMS_DINER,PLACE,Tom’s Diner,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_NUAGE,PLACE,The Nuage,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:NCPD_PRECINCT_2,PLACE,NCPD Precinct 2,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:CRASH_PALACE,PLACE,Crash Palace,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:JINGUJI,PLACE,Jinguji,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:ROCKERBOY_PLAZA,PLACE,Rockerboy Plaza,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_CHAPEL,PLACE,The Chapel,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:DANGER_GAL_HQ,PLACE,Danger Gal HQ,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:SUBLIME_FUNERAL_HOME,PLACE,Sublime Funeral Home,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:MIKOSHI_DATA_CENTER,PLACE,Mikoshi Data Center,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:RED_DIRT_BAR,PLACE,Red Dirt Bar,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:MOXES_SAFEHOUSE,PLACE,Moxes Safehouse,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:KENDACHI_GUN_SHOP,PLACE,Kendachi Gun Shop,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_ARENA,PLACE,The Arena,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:KIBBLE__SIPS,PLACE,Kibble & Sips,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_HIVE,PLACE,The Hive,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:WATSON_MEMORIAL_HOSPITAL,PLACE,Watson Memorial Hospital,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_CRYSTAL_PALACE,PLACE,The Crystal Palace,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:PACIFICA_PIER,PLACE,Pacifica Pier,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_DOLLHOUSE,PLACE,The Dollhouse,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:METROPLEX_GARAGE,PLACE,Metroplex Garage,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:ALL_SAINTS_CHURCH,PLACE,All Saints Church,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:SUBWAY_STATION_HALSEY,PLACE,Subway Station: Halsey,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:PYRAMID_HOTEL,PLACE,Pyramid Hotel,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:TYGER_CLAWS_ARCADE,PLACE,Tyger Claws Arcade,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_DUMPYARD,PLACE,The Dumpyard,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:BIOTECHNICA_FARM,PLACE,Biotechnica Farm,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:VIKTORS_CLINIC,PLACE,Viktor’s Clinic,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:QUANTUM_DREAMS,PLACE,Quantum Dreams,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:JENKINS_TOWER,PLACE,Jenkins Tower,,,,,,,ACTIVE,night_city_locations.tsv
PLACE:THE_WASTELAND,PLACE,The Wasteland,,,,,,,ACTIVE,night_city_locations.tsv
EVENT:KILLED_SOMEONE,EVENT,Killed Someone,,,,,,,,
EVENT:CYBERPSYCHOSIS_THRESHOLD,EVENT,Cyberpsychosis Threshold,,,,,,,,
EVENT:WITNESSED_SURGICAL_MISHAP,EVENT,Witnessed Surgical Mishap,,,,,,,,
EVENT:ICE_SHOCK,EVENT,ICE Shock,,,,,,,,
EVENT:BOTCHED_VEHICLE_ESCAPE,EVENT,Botched Vehicle Escape,,,,,,,,
EVENT:LOST_ALLY,EVENT,Lost Ally,,,,,,,,
EVENT:BETRAYED_BY_ALLY,EVENT,Betrayed by Ally,,,,,,,,
EVENT:CHROME_INSTALLED,EVENT,Chrome Installed,,,,,,,,
EVENT:SEVERE_INJURY,EVENT,Severe Injury,,,,,,,,
EVENT:WITNESSED_ATROCITY,EVENT,Witnessed Atrocity,,,,,,,,
EVENT:BETRAYED,EVENT,Betrayed,,,,,,,,
EVENT:DRUG_OVERDOSE,EVENT,Drug Overdose,,,,,,,,
EVENT:FREAKED_OUT_BY_CYBER,EVENT,Freaked Out by Cyber,,,,,,,,
EVENT:FAILED_MISSION,EVENT,Failed Mission,,,,,,,,
EVENT:MENTAL_BREAKDOWN,EVENT,Mental Breakdown,,,,,,,,
EVENT:MEMORY_FRAGMENTATION,EVENT,Memory Fragmentation,,,,,,,,
ORGANIZATION:MAELSTROM,ORGANIZATION,Maelstrom,,,,,,GANG,ACTIVE,
ORGANIZATION:BOZOS,ORGANIZATION,Bozos,,,,,,GANG,ACTIVE,
ORGANIZATION:TYGER_CLAWS,ORGANIZATION,Tyger Claws,,,,,,GANG,ACTIVE,
ORGANIZATION:ANIMALS,ORGANIZATION,Animals,,,,,,GANG,ACTIVE,
ORGANIZATION:VALENTINOS,ORGANIZATION,Valentinos,,,,,,GANG,ACTIVE,
ORGANIZATION:VOODOO_BOYS,ORGANIZATION,Voodoo Boys,,,,,,GANG,ACTIVE,
ORGANIZATION:SCAVVERS,ORGANIZATION,Scavvers,,,,,,GANG,ACTIVE,
ORGANIZATION:6TH_STREET,ORGANIZATION,6th Street,,,,,,GANG,ACTIVE,
ORGANIZATION:RED_CHROME_LEGION,ORGANIZATION,Red Chrome Legion,,,,,,GANG,ACTIVE,
ORGANIZATION:IRON_SIGHTS,ORGANIZATION,Iron Sights,,,,,,GANG,ACTIVE,
ORGANIZATION:MOXES,ORGANIZATION,Moxes,,,,,,GANG,ACTIVE,
ARTIFACT:HYDRAULIC_JACKS,ARTIFACT,Hydraulic Jacks,,,,,GEAR,,ACTIVE,Chromebook 1
ARTIFACT:POPUP_BLADE,ARTIFACT,Pop-up Blade,,,,,GEAR,,ACTIVE,Chromebook 1
ARTIFACT:MAGNETIC_GRIP,ARTIFACT,Magnetic Grip,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:SHOCK_PALM,ARTIFACT,Shock Palm,,,,,GEAR,,ACTIVE,Chromebook 3+4
ARTIFACT:JUMP_BOOSTER,ARTIFACT,Jump Booster,,,,,GEAR,,ACTIVE,Chromebook 1
ARTIFACT:ROLLER_FEET,ARTIFACT,Roller Feet,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:WEAPON_COMPARTMENT,ARTIFACT,Weapon Compartment,,,,,GEAR,,ACTIVE,Chromebook 1
ARTIFACT:LOWLIGHT_VISION,ARTIFACT,Low-Light Vision,,,,,GEAR,,ACTIVE,Core
ARTIFACT:THERMAL_OVERLAY,ARTIFACT,Thermal Overlay,,,,,GEAR,,ACTIVE,Chromebook 1
ARTIFACT:ANTIDAZZLE,ARTIFACT,Anti-Dazzle,,,,,GEAR,,ACTIVE,Chromebook 1
ARTIFACT:VIDEO_RECORDER,ARTIFACT,Video Recorder,,,,,GEAR,,ACTIVE,Core
ARTIFACT:AUDIO_RECORDER,ARTIFACT,Audio Recorder,,,,,GEAR,,ACTIVE,Core
ARTIFACT:RADIO_COMMUNICATOR,ARTIFACT,Radio Communicator,,,,,GEAR,,ACTIVE,Core
ARTIFACT:SCRAMBLERDESCRAMBLER,ARTIFACT,Scrambler/Descrambler,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:SOUND_EDITING_SUITE,ARTIFACT,Sound Editing Suite,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:AMPLIFIER,ARTIFACT,Amplifier,,,,,GEAR,,ACTIVE,Core
ARTIFACT:AUDIO_VOX,ARTIFACT,Audio Vox,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:SILENCER,ARTIFACT,Silencer,,,,,GEAR,,ACTIVE,Core
ARTIFACT:EXTENDED_MAG,ARTIFACT,Extended Mag,,,,,GEAR,,ACTIVE,Chromebook 1
ARTIFACT:QUICKDRAW_HOLSTER,ARTIFACT,Quick-Draw Holster,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:GRENADE_LAUNCHER_UB,ARTIFACT,Grenade Launcher UB,,,,,GEAR,,ACTIVE,Blackhand’s
ARTIFACT:RECOIL_COMPENSATOR,ARTIFACT,Recoil Compensator,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:EXTENDED_MAGAZINE,ARTIFACT,Extended Magazine,,,,,GEAR,,ACTIVE,Blackhand’s
ARTIFACT:SMART_CHOKE,ARTIFACT,Smart Choke,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:LASER_SIGHT,ARTIFACT,Laser Sight,,,,,GEAR,,ACTIVE,Blackhand’s
ARTIFACT:QUICK_RELEASE,ARTIFACT,Quick Release,,,,,GEAR,,ACTIVE,Core
ARTIFACT:NANOWEAVE,ARTIFACT,Nanoweave,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:REACTIVE_PLATING,ARTIFACT,Reactive Plating,,,,,GEAR,,ACTIVE,Maximum Metal
ARTIFACT:HUD_DISPLAY,ARTIFACT,HUD Display,,,,,GEAR,,ACTIVE,Core
ARTIFACT:NIGHT_VISION_VISOR,ARTIFACT,Night Vision Visor,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:TARGETING_LINK,ARTIFACT,Targeting Link,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:SHOCK_FIELD,ARTIFACT,Shock Field,,,,,GEAR,,ACTIVE,Maximum Metal
ARTIFACT:SPEED_CHIP,ARTIFACT,Speed Chip,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:MEMORY_EXPANSION,ARTIFACT,Memory Expansion,,,,,GEAR,,ACTIVE,Core
ARTIFACT:FIREWALL_BOOSTER,ARTIFACT,Firewall Booster,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:STEALTH_MODULE,ARTIFACT,Stealth Module,,,,,GEAR,,ACTIVE,Virtual Front
ARTIFACT:AI_ASSISTANT,ARTIFACT,AI Assistant,,,,,GEAR,,ACTIVE,Virtual Front
ARTIFACT:AUTOREPAIR_MODULE,ARTIFACT,Auto-Repair Module,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:ENHANCED_SENSORS,ARTIFACT,Enhanced Sensors,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:CLOAKING_DEVICE,ARTIFACT,Cloaking Device,,,,,GEAR,,ACTIVE,Chromebook 3+4
ARTIFACT:WEAPON_MOUNT,ARTIFACT,Weapon Mount,,,,,GEAR,,ACTIVE,Maximum Metal
ARTIFACT:STRENGTH_BOOST,ARTIFACT,Strength Boost,,,,,GEAR,,ACTIVE,Maximum Metal
ARTIFACT:SPEED_BOOSTER,ARTIFACT,Speed Booster,,,,,GEAR,,ACTIVE,Maximum Metal
ARTIFACT:MODULAR_MOUNTS,ARTIFACT,Modular Mounts,,,,,GEAR,,ACTIVE,Maximum Metal
ARTIFACT:UPGRADE_SENSOR,ARTIFACT,Upgrade Sensor,,,,,GEAR,,ACTIVE,Core
ARTIFACT:DATABANK_EXPANSION,ARTIFACT,Databank Expansion,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:OVERCLOCKED_UPGRADE,ARTIFACT,Overclocked Upgrade,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:ADRENALINE_SURGE,ARTIFACT,Adrenaline Surge,,,,,GEAR,,ACTIVE,
ARTIFACT:FAST_INTERFACE_PLUG,ARTIFACT,Fast Interface Plug,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:MULTISLOT,ARTIFACT,Multislot,,,,,GEAR,,ACTIVE,Chromebook 2
ARTIFACT:SHOCK_PADS,ARTIFACT,Shock Pads,,,,,GEAR,,ACTIVE,Chromebook 3+4
ARTIFACT:FINE_TOOLS,ARTIFACT,Fine Tools,,,,,GEAR,,ACTIVE,Chromebook 1
ARTIFACT:MASETTO_TECH_COVERALLS,ARTIFACT,Masetto Tech Coveralls,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:MASETTO_LANA_ARMOR_COVERALLS,ARTIFACT,Masetto 'Lana' Armor Coveralls,,,,,ARMOR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:ENVIRONMENTAL_SUIT_TECH,ARTIFACT,Environmental Suit (Tech),,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:GUERCIO_HELMET,ARTIFACT,Guercio Helmet,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:GIANNI_HELMET,ARTIFACT,Gianni Helmet,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:PINAMONTE_BOOTS,ARTIFACT,Pinamonte Boots,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:CIAMPOLO_GLOVES,ARTIFACT,Ciampolo Gloves,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SMARTGOGGLE_MIRRORSHADES,ARTIFACT,Smartgoggle Mirrorshades,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SMART_GLASSES,ARTIFACT,Smart Glasses,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:FASHIONWARE_COLORSHIFT_TIE,ARTIFACT,Fashionware Color-Shift Tie,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:MAGISOCKS_SELFCLEANERS,ARTIFACT,MagiSocks Self-Cleaners,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:RAINCLOAK_SURVIVAL_PONCHO,ARTIFACT,RainCloak Survival Poncho,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:WEATHERMASTER_ULTRABRELLA,ARTIFACT,WeatherMaster Ultrabrella,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SMARTWARDROBE_ADAPTIVE_SUIT,ARTIFACT,SmartWardrobe Adaptive Suit,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:PULSEWEAR_MOODBAND,ARTIFACT,PulseWear Moodband,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:SUNBAND_LIGHTHAT,ARTIFACT,SunBand LightHat,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:LUMESTRIP_PERSONAL_GLOWBAND,ARTIFACT,LumeStrip Personal Glowband,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:GLOWTAG_SAFETY_PATCH,ARTIFACT,GlowTag Safety Patch,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
ARTIFACT:GLOWTREAD_SHOE_LIGHTS,ARTIFACT,GlowTread Shoe Lights,,,,,GEAR,,ACTIVE,DERIVED:[CITY_EVENT_GENERATOR]
